,dt,item_topic,source_topic,age_segment,record_id,visits
2326,2019-09-24 18:30:00,Отношения,Одежда,41-45,1,1
2327,2019-09-24 18:30:00,Отношения,Полезные советы,18-25,1,15
2328,2019-09-24 18:30:00,Отношения,Полезные советы,26-30,1,4
2329,2019-09-24 18:30:00,Отношения,Полезные советы,31-35,1,1
2330,2019-09-24 18:30:00,Отношения,Полезные советы,41-45,1,1
2331,2019-09-24 18:30:00,Отношения,Политика,18-25,1,1
2332,2019-09-24 18:30:00,Отношения,Политика,26-30,1,1
2333,2019-09-24 18:30:00,Отношения,Политика,31-35,1,2
2334,2019-09-24 18:30:00,Отношения,Политика,36-40,1,2
2335,2019-09-24 18:30:00,Отношения,Психология,18-25,1,1
2336,2019-09-24 18:30:00,Отношения,Психология,26-30,1,1
2337,2019-09-24 18:30:00,Отношения,Путешествия,18-25,1,3
2338,2019-09-24 18:30:00,Отношения,Путешествия,26-30,1,3
2339,2019-09-24 18:30:00,Отношения,Путешествия,45+,1,1
2340,2019-09-24 18:30:00,Отношения,Ремонт,18-25,1,2
2341,2019-09-24 18:30:00,Отношения,Ремонт,36-40,1,1
2342,2019-09-24 18:30:00,Отношения,Ремонт,45+,1,1
2343,2019-09-24 18:30:00,Отношения,Россия,18-25,1,10
2344,2019-09-24 18:30:00,Отношения,Россия,26-30,1,1
2345,2019-09-24 18:30:00,Отношения,Россия,31-35,1,6
2346,2019-09-24 18:30:00,Отношения,Россия,36-40,1,7
2347,2019-09-24 18:30:00,Отношения,Сад и дача,18-25,1,4
2348,2019-09-24 18:30:00,Отношения,Сад и дача,41-45,1,1
2349,2019-09-24 18:30:00,Отношения,Сделай сам,18-25,1,1
2350,2019-09-24 18:30:00,Отношения,Сделай сам,31-35,1,1
2351,2019-09-24 18:30:00,Отношения,Семейные отношения,18-25,1,2
2352,2019-09-24 18:30:00,Отношения,Семейные отношения,26-30,1,2
2353,2019-09-24 18:30:00,Отношения,Семейные отношения,31-35,1,2
2354,2019-09-24 18:30:00,Отношения,Семейные отношения,36-40,1,1
2355,2019-09-24 18:30:00,Отношения,Семья,18-25,1,2
2356,2019-09-24 18:30:00,Отношения,Семья,26-30,1,1
2357,2019-09-24 18:30:00,Отношения,Семья,36-40,1,1
2358,2019-09-24 18:30:00,Отношения,Семья,45+,1,1
2359,2019-09-24 18:30:00,Отношения,Спорт,36-40,1,1
2360,2019-09-24 18:30:00,Отношения,Строительство,18-25,1,1
2361,2019-09-24 18:30:00,Отношения,Строительство,26-30,1,1
2362,2019-09-24 18:30:00,Отношения,Технологии,18-25,1,1
2363,2019-09-24 18:30:00,Отношения,Финансы,36-40,1,1
2364,2019-09-24 18:30:00,Подборки,Авто,18-25,1,2
2365,2019-09-24 18:30:00,Подборки,Авто,31-35,1,1
2366,2019-09-24 18:30:00,Подборки,Деньги,18-25,1,3
2367,2019-09-24 18:30:00,Подборки,Деньги,26-30,1,1
2368,2019-09-24 18:30:00,Подборки,Дети,26-30,1,1
2369,2019-09-24 18:30:00,Подборки,Дети,31-35,1,1
2370,2019-09-24 18:30:00,Подборки,Дети,36-40,1,1
2371,2019-09-24 18:30:00,Подборки,Еда,18-25,1,5
2372,2019-09-24 18:30:00,Подборки,Еда,41-45,1,1
2373,2019-09-24 18:30:00,Подборки,Здоровье,18-25,1,1
2374,2019-09-24 18:30:00,Подборки,Здоровье,31-35,1,1
2375,2019-09-24 18:30:00,Подборки,Здоровье,41-45,1,1
2376,2019-09-24 18:30:00,Подборки,Знаменитости,18-25,1,3
2377,2019-09-24 18:30:00,Подборки,Знаменитости,26-30,1,4
2378,2019-09-24 18:30:00,Подборки,Знаменитости,31-35,1,3
2379,2019-09-24 18:30:00,Подборки,Знаменитости,36-40,1,1
2380,2019-09-24 18:30:00,Подборки,Знаменитости,41-45,1,1
2381,2019-09-24 18:30:00,Подборки,Интерьеры,31-35,1,1
2382,2019-09-24 18:30:00,Подборки,Искусство,18-25,1,1
2383,2019-09-24 18:30:00,Подборки,Искусство,26-30,1,1
2384,2019-09-24 18:30:00,Подборки,История,18-25,1,3
2385,2019-09-24 18:30:00,Подборки,История,31-35,1,1
2386,2019-09-24 18:30:00,Подборки,История,36-40,1,1
2387,2019-09-24 18:30:00,Подборки,Кино,18-25,1,3
2388,2019-09-24 18:30:00,Подборки,Кино,26-30,1,1
2389,2019-09-24 18:30:00,Подборки,Кино,31-35,1,1
2390,2019-09-24 18:30:00,Подборки,Кино,36-40,1,1
2391,2019-09-24 18:30:00,Подборки,Музыка,31-35,1,1
2392,2019-09-24 18:30:00,Подборки,Музыка,36-40,1,1
2393,2019-09-24 18:30:00,Подборки,Одежда,18-25,1,5
2394,2019-09-24 18:30:00,Подборки,Одежда,26-30,1,3
2395,2019-09-24 18:30:00,Подборки,Одежда,31-35,1,3
2396,2019-09-24 18:30:00,Подборки,Одежда,36-40,1,4
2397,2019-09-24 18:30:00,Подборки,Одежда,41-45,1,3
2398,2019-09-24 18:30:00,Подборки,Полезные советы,18-25,1,7
2399,2019-09-24 18:30:00,Подборки,Полезные советы,26-30,1,2
2400,2019-09-24 18:30:00,Подборки,Полезные советы,31-35,1,4
2401,2019-09-24 18:30:00,Подборки,Полезные советы,36-40,1,3
2402,2019-09-24 18:30:00,Подборки,Полезные советы,41-45,1,1
2403,2019-09-24 18:30:00,Подборки,Полезные советы,45+,1,2
2404,2019-09-24 18:30:00,Подборки,Политика,26-30,1,1
2405,2019-09-24 18:30:00,Подборки,Политика,41-45,1,1
2406,2019-09-24 18:30:00,Подборки,Психология,18-25,1,2
2407,2019-09-24 18:30:00,Подборки,Психология,36-40,1,2
2408,2019-09-24 18:30:00,Подборки,Путешествия,18-25,1,9
2409,2019-09-24 18:30:00,Подборки,Путешествия,26-30,1,2
2410,2019-09-24 18:30:00,Подборки,Путешествия,36-40,1,2
2411,2019-09-24 18:30:00,Подборки,Ремонт,18-25,1,2
2412,2019-09-24 18:30:00,Подборки,Ремонт,31-35,1,2
2413,2019-09-24 18:30:00,Подборки,Ремонт,36-40,1,2
2414,2019-09-24 18:30:00,Подборки,Россия,18-25,1,2
2415,2019-09-24 18:30:00,Подборки,Россия,26-30,1,1
2416,2019-09-24 18:30:00,Подборки,Россия,31-35,1,1
2417,2019-09-24 18:30:00,Подборки,Сад и дача,18-25,1,3
2418,2019-09-24 18:30:00,Подборки,Сделай сам,18-25,1,1
2419,2019-09-24 18:30:00,Подборки,Семейные отношения,18-25,1,1
2420,2019-09-24 18:30:00,Подборки,Семейные отношения,26-30,1,1
2421,2019-09-24 18:30:00,Подборки,Семейные отношения,31-35,1,2
2422,2019-09-24 18:30:00,Подборки,Семейные отношения,36-40,1,3
2423,2019-09-24 18:30:00,Подборки,Семейные отношения,41-45,1,1
2424,2019-09-24 18:30:00,Подборки,Семейные отношения,45+,1,1
2425,2019-09-24 18:30:00,Подборки,Семья,41-45,1,1
2426,2019-09-24 18:30:00,Подборки,Спорт,18-25,1,2
2427,2019-09-24 18:30:00,Подборки,Спорт,26-30,1,1
2428,2019-09-24 18:30:00,Подборки,Спорт,31-35,1,1
2429,2019-09-24 18:30:00,Подборки,Спорт,36-40,1,1
2430,2019-09-24 18:30:00,Подборки,Строительство,26-30,1,1
2431,2019-09-24 18:30:00,Подборки,Технологии,18-25,1,3
2432,2019-09-24 18:30:00,Подборки,Технологии,31-35,1,1
2433,2019-09-24 18:30:00,Подборки,Технологии,45+,1,1
2434,2019-09-24 18:30:00,Полезные советы,Авто,18-25,1,2
2435,2019-09-24 18:30:00,Полезные советы,Авто,26-30,1,2
2436,2019-09-24 18:30:00,Полезные советы,Авто,36-40,1,1
2437,2019-09-24 18:30:00,Полезные советы,Авто,45+,1,3
2438,2019-09-24 18:30:00,Полезные советы,Деньги,18-25,1,4
2439,2019-09-24 18:30:00,Полезные советы,Деньги,26-30,1,3
2440,2019-09-24 18:30:00,Полезные советы,Деньги,31-35,1,3
2441,2019-09-24 18:30:00,Полезные советы,Деньги,36-40,1,2
2442,2019-09-24 18:30:00,Полезные советы,Деньги,41-45,1,2
2443,2019-09-24 18:30:00,Полезные советы,Дети,18-25,1,3
2444,2019-09-24 18:30:00,Полезные советы,Дети,26-30,1,1
2445,2019-09-24 18:30:00,Полезные советы,Дети,31-35,1,1
2446,2019-09-24 18:30:00,Полезные советы,Еда,18-25,1,1
2447,2019-09-24 18:30:00,Полезные советы,Еда,31-35,1,2
2448,2019-09-24 18:30:00,Полезные советы,Здоровье,18-25,1,6
2449,2019-09-24 18:30:00,Полезные советы,Здоровье,26-30,1,1
2450,2019-09-24 18:30:00,Полезные советы,Здоровье,41-45,1,1
2451,2019-09-24 18:30:00,Полезные советы,Здоровье,45+,1,2
2452,2019-09-24 18:30:00,Полезные советы,Знаменитости,18-25,1,2
2453,2019-09-24 18:30:00,Полезные советы,Знаменитости,26-30,1,2
2454,2019-09-24 18:30:00,Полезные советы,Знаменитости,31-35,1,1
2455,2019-09-24 18:30:00,Полезные советы,Интерьеры,36-40,1,4
2456,2019-09-24 18:30:00,Полезные советы,Интерьеры,41-45,1,1
2457,2019-09-24 18:30:00,Полезные советы,История,18-25,1,1
2458,2019-09-24 18:30:00,Полезные советы,История,36-40,1,1
2459,2019-09-24 18:30:00,Полезные советы,История,45+,1,1
2460,2019-09-24 18:30:00,Полезные советы,Кино,26-30,1,1
2461,2019-09-24 18:30:00,Полезные советы,Кино,31-35,1,1
2462,2019-09-24 18:30:00,Полезные советы,Одежда,18-25,1,4
2463,2019-09-24 18:30:00,Полезные советы,Одежда,26-30,1,1
2464,2019-09-24 18:30:00,Полезные советы,Одежда,36-40,1,1
2465,2019-09-24 18:30:00,Полезные советы,Одежда,41-45,1,1
2466,2019-09-24 18:30:00,Полезные советы,Полезные советы,18-25,1,7
2467,2019-09-24 18:30:00,Полезные советы,Полезные советы,26-30,1,2
2468,2019-09-24 18:30:00,Полезные советы,Полезные советы,31-35,1,2
2469,2019-09-24 18:30:00,Полезные советы,Полезные советы,45+,1,1
2470,2019-09-24 18:30:00,Полезные советы,Психология,18-25,1,1
2471,2019-09-24 18:30:00,Полезные советы,Психология,26-30,1,1
2472,2019-09-24 18:30:00,Полезные советы,Психология,36-40,1,1
2473,2019-09-24 18:30:00,Полезные советы,Путешествия,18-25,1,4
2474,2019-09-24 18:30:00,Полезные советы,Путешествия,26-30,1,6
2475,2019-09-24 18:30:00,Полезные советы,Путешествия,31-35,1,4
2476,2019-09-24 18:30:00,Полезные советы,Ремонт,26-30,1,1
2477,2019-09-24 18:30:00,Полезные советы,Ремонт,31-35,1,1
2478,2019-09-24 18:30:00,Полезные советы,Ремонт,36-40,1,1
2479,2019-09-24 18:30:00,Полезные советы,Ремонт,41-45,1,1
2480,2019-09-24 18:30:00,Полезные советы,Россия,18-25,1,2
2481,2019-09-24 18:30:00,Полезные советы,Россия,36-40,1,1
2482,2019-09-24 18:30:00,Полезные советы,Россия,41-45,1,1
2483,2019-09-24 18:30:00,Полезные советы,Сад и дача,18-25,1,1
2484,2019-09-24 18:30:00,Полезные советы,Сад и дача,31-35,1,1
2485,2019-09-24 18:30:00,Полезные советы,Сделай сам,18-25,1,2
2486,2019-09-24 18:30:00,Полезные советы,Сделай сам,26-30,1,1
2487,2019-09-24 18:30:00,Полезные советы,Сделай сам,45+,1,1
2488,2019-09-24 18:30:00,Полезные советы,Семейные отношения,18-25,1,4
2489,2019-09-24 18:30:00,Полезные советы,Семейные отношения,26-30,1,3
2490,2019-09-24 18:30:00,Полезные советы,Семейные отношения,36-40,1,5
2491,2019-09-24 18:30:00,Полезные советы,Семейные отношения,41-45,1,1
2492,2019-09-24 18:30:00,Полезные советы,Семья,18-25,1,1
2493,2019-09-24 18:30:00,Полезные советы,Семья,31-35,1,2
2494,2019-09-24 18:30:00,Полезные советы,Семья,36-40,1,1
2495,2019-09-24 18:30:00,Полезные советы,Спорт,31-35,1,1
2496,2019-09-24 18:30:00,Полезные советы,Строительство,18-25,1,1
2497,2019-09-24 18:30:00,Полезные советы,Технологии,31-35,1,3
2498,2019-09-24 18:30:00,Психология,Деньги,31-35,1,1
2499,2019-09-24 18:30:00,Психология,Дети,18-25,1,5
2500,2019-09-24 18:30:00,Психология,Дети,31-35,1,6
2501,2019-09-24 18:30:00,Психология,Дети,36-40,1,2
2502,2019-09-24 18:30:00,Психология,Еда,18-25,1,2
2503,2019-09-24 18:30:00,Психология,Еда,26-30,1,1
2504,2019-09-24 18:30:00,Психология,Здоровье,18-25,1,3
2505,2019-09-24 18:30:00,Психология,Здоровье,36-40,1,1
2506,2019-09-24 18:30:00,Психология,Знаменитости,18-25,1,1
2507,2019-09-24 18:30:00,Психология,Знаменитости,26-30,1,3
2508,2019-09-24 18:30:00,Психология,Знаменитости,31-35,1,1
2509,2019-09-24 18:30:00,Психология,Искусство,26-30,1,1
2510,2019-09-24 18:30:00,Психология,Искусство,36-40,1,1
2511,2019-09-24 18:30:00,Психология,Искусство,45+,1,1
2512,2019-09-24 18:30:00,Психология,История,18-25,1,2
2513,2019-09-24 18:30:00,Психология,Одежда,18-25,1,1
2514,2019-09-24 18:30:00,Психология,Полезные советы,18-25,1,6
2515,2019-09-24 18:30:00,Психология,Полезные советы,31-35,1,2
2516,2019-09-24 18:30:00,Психология,Политика,18-25,1,1
2517,2019-09-24 18:30:00,Психология,Политика,26-30,1,1
2518,2019-09-24 18:30:00,Психология,Политика,31-35,1,1
2519,2019-09-24 18:30:00,Психология,Ремонт,45+,1,1
2520,2019-09-24 18:30:00,Психология,Россия,18-25,1,2
2521,2019-09-24 18:30:00,Психология,Россия,26-30,1,2
2522,2019-09-24 18:30:00,Психология,Россия,36-40,1,2
2523,2019-09-24 18:30:00,Психология,Семейные отношения,18-25,1,4
2524,2019-09-24 18:30:00,Психология,Семейные отношения,26-30,1,1
2525,2019-09-24 18:30:00,Психология,Семейные отношения,31-35,1,2
2526,2019-09-24 18:30:00,Психология,Семейные отношения,36-40,1,3
2527,2019-09-24 18:30:00,Психология,Семья,18-25,1,3
2528,2019-09-24 18:30:00,Психология,Семья,26-30,1,2
2529,2019-09-24 18:30:00,Психология,Семья,45+,1,1
2530,2019-09-24 18:30:00,Психология,Спорт,18-25,1,1
2531,2019-09-24 18:30:00,Психология,Спорт,26-30,1,1
2532,2019-09-24 18:30:00,Психология,Спорт,41-45,1,1
2533,2019-09-24 18:30:00,Психология,Строительство,26-30,1,1
2534,2019-09-24 18:30:00,Психология,Строительство,31-35,1,1
2535,2019-09-24 18:30:00,Психология,Строительство,36-40,1,1
2536,2019-09-24 18:30:00,Путешествия,Авто,26-30,1,1
2537,2019-09-24 18:30:00,Путешествия,Авто,31-35,1,1
2538,2019-09-24 18:30:00,Путешествия,Авто,41-45,1,2
2539,2019-09-24 18:30:00,Путешествия,Деньги,18-25,1,1
2540,2019-09-24 18:30:00,Путешествия,Деньги,26-30,1,1
2541,2019-09-24 18:30:00,Путешествия,Деньги,31-35,1,1
2542,2019-09-24 18:30:00,Путешествия,Дети,18-25,1,2
2543,2019-09-24 18:30:00,Путешествия,Дети,31-35,1,1
2544,2019-09-24 18:30:00,Путешествия,Дети,36-40,1,1
2545,2019-09-24 18:30:00,Путешествия,Еда,18-25,1,3
2546,2019-09-24 18:30:00,Путешествия,Еда,26-30,1,1
2547,2019-09-24 18:30:00,Путешествия,Еда,36-40,1,2
2548,2019-09-24 18:30:00,Путешествия,Здоровье,26-30,1,1
2549,2019-09-24 18:30:00,Путешествия,Знаменитости,26-30,1,1
2550,2019-09-24 18:30:00,Путешествия,Знаменитости,31-35,1,2
2551,2019-09-24 18:30:00,Путешествия,Искусство,18-25,1,1
2552,2019-09-24 18:30:00,Путешествия,Искусство,26-30,1,2
2553,2019-09-24 18:30:00,Путешествия,Искусство,31-35,1,2
2554,2019-09-24 18:30:00,Путешествия,История,18-25,1,5
2555,2019-09-24 18:30:00,Путешествия,История,31-35,1,2
2556,2019-09-24 18:30:00,Путешествия,Кино,18-25,1,1
2557,2019-09-24 18:30:00,Путешествия,Кино,36-40,1,1
2558,2019-09-24 18:30:00,Путешествия,Музыка,31-35,1,1
2559,2019-09-24 18:30:00,Путешествия,Одежда,18-25,1,3
2560,2019-09-24 18:30:00,Путешествия,Полезные советы,18-25,1,5
2561,2019-09-24 18:30:00,Путешествия,Полезные советы,31-35,1,2
2562,2019-09-24 18:30:00,Путешествия,Путешествия,18-25,1,2
2563,2019-09-24 18:30:00,Путешествия,Путешествия,26-30,1,4
2564,2019-09-24 18:30:00,Путешествия,Путешествия,31-35,1,2
2565,2019-09-24 18:30:00,Путешествия,Путешествия,36-40,1,2
2566,2019-09-24 18:30:00,Путешествия,Путешествия,41-45,1,3
2567,2019-09-24 18:30:00,Путешествия,Ремонт,36-40,1,1
2568,2019-09-24 18:30:00,Путешествия,Россия,18-25,1,6
2569,2019-09-24 18:30:00,Путешествия,Россия,26-30,1,3
2570,2019-09-24 18:30:00,Путешествия,Россия,41-45,1,1
2571,2019-09-24 18:30:00,Путешествия,Сад и дача,18-25,1,2
2572,2019-09-24 18:30:00,Путешествия,Сад и дача,41-45,1,1
2573,2019-09-24 18:30:00,Путешествия,Сделай сам,18-25,1,1
2574,2019-09-24 18:30:00,Путешествия,Семейные отношения,18-25,1,4
2575,2019-09-24 18:30:00,Путешествия,Семейные отношения,31-35,1,1
2576,2019-09-24 18:30:00,Путешествия,Семейные отношения,36-40,1,2
2577,2019-09-24 18:30:00,Путешествия,Семейные отношения,45+,1,1
2578,2019-09-24 18:30:00,Путешествия,Семья,18-25,1,3
2579,2019-09-24 18:30:00,Путешествия,Семья,26-30,1,1
2580,2019-09-24 18:30:00,Путешествия,Семья,36-40,1,1
2581,2019-09-24 18:30:00,Путешествия,Спорт,18-25,1,1
2582,2019-09-24 18:30:00,Путешествия,Спорт,31-35,1,1
2583,2019-09-24 18:30:00,Путешествия,Финансы,26-30,1,1
2584,2019-09-24 18:30:00,Рассказы,Авто,26-30,1,1
2585,2019-09-24 18:30:00,Рассказы,Деньги,18-25,1,1
2586,2019-09-24 18:30:00,Рассказы,Дети,18-25,1,1
2587,2019-09-24 18:30:00,Рассказы,Дети,31-35,1,3
2588,2019-09-24 18:30:00,Рассказы,Здоровье,31-35,1,1
2589,2019-09-24 18:30:00,Рассказы,Знаменитости,18-25,1,6
2590,2019-09-24 18:30:00,Рассказы,Знаменитости,31-35,1,1
2591,2019-09-24 18:30:00,Рассказы,Интерьеры,31-35,1,1
2592,2019-09-24 18:30:00,Рассказы,Искусство,26-30,1,1
2593,2019-09-24 18:30:00,Рассказы,История,18-25,1,2
2594,2019-09-24 18:30:00,Рассказы,История,26-30,1,1
2595,2019-09-24 18:30:00,Рассказы,История,31-35,1,1
2596,2019-09-24 18:30:00,Рассказы,Кино,18-25,1,2
2597,2019-09-24 18:30:00,Рассказы,Кино,26-30,1,1
2598,2019-09-24 18:30:00,Рассказы,Одежда,41-45,1,1
2599,2019-09-24 18:30:00,Рассказы,Полезные советы,18-25,1,2
2600,2019-09-24 18:30:00,Рассказы,Полезные советы,31-35,1,2
2601,2019-09-24 18:30:00,Рассказы,Полезные советы,36-40,1,1
2602,2019-09-24 18:30:00,Рассказы,Полезные советы,45+,1,1
2603,2019-09-24 18:30:00,Рассказы,Психология,31-35,1,1
2604,2019-09-24 18:30:00,Рассказы,Психология,36-40,1,1
2605,2019-09-24 18:30:00,Рассказы,Путешествия,18-25,1,21
2606,2019-09-24 18:30:00,Рассказы,Путешествия,26-30,1,10
2607,2019-09-24 18:30:00,Рассказы,Путешествия,31-35,1,8
2608,2019-09-24 18:30:00,Рассказы,Путешествия,36-40,1,5
2609,2019-09-24 18:30:00,Рассказы,Путешествия,41-45,1,2
2610,2019-09-24 18:30:00,Рассказы,Ремонт,18-25,1,1
2611,2019-09-24 18:30:00,Рассказы,Россия,18-25,1,4
2612,2019-09-24 18:30:00,Рассказы,Россия,26-30,1,1
2613,2019-09-24 18:30:00,Рассказы,Россия,31-35,1,1
2614,2019-09-24 18:30:00,Рассказы,Сад и дача,18-25,1,1
2615,2019-09-24 18:30:00,Рассказы,Сделай сам,31-35,1,1
2616,2019-09-24 18:30:00,Рассказы,Семейные отношения,18-25,1,3
2617,2019-09-24 18:30:00,Рассказы,Семейные отношения,26-30,1,2
2618,2019-09-24 18:30:00,Рассказы,Семья,18-25,1,1
2619,2019-09-24 18:30:00,Рассказы,Семья,31-35,1,1
2620,2019-09-24 18:30:00,Рассказы,Спорт,31-35,1,2
2621,2019-09-24 18:30:00,Россия,Авто,18-25,1,3
2622,2019-09-24 18:30:00,Россия,Авто,26-30,1,4
2623,2019-09-24 18:30:00,Россия,Авто,31-35,1,2
2624,2019-09-24 18:30:00,Россия,Авто,36-40,1,3
2625,2019-09-24 18:30:00,Россия,Авто,41-45,1,1
2626,2019-09-24 18:30:00,Россия,Авто,45+,1,1
2627,2019-09-24 18:30:00,Россия,Деньги,26-30,1,1
2628,2019-09-24 18:30:00,Россия,Дети,18-25,1,3
2629,2019-09-24 18:30:00,Россия,Дети,26-30,1,2
2630,2019-09-24 18:30:00,Россия,Дети,31-35,1,1
2631,2019-09-24 18:30:00,Россия,Здоровье,18-25,1,3
2632,2019-09-24 18:30:00,Россия,Здоровье,26-30,1,1
2633,2019-09-24 18:30:00,Россия,Здоровье,36-40,1,1
2634,2019-09-24 18:30:00,Россия,Знаменитости,18-25,1,5
2635,2019-09-24 18:30:00,Россия,Знаменитости,26-30,1,1
2636,2019-09-24 18:30:00,Россия,Знаменитости,31-35,1,1
2637,2019-09-24 18:30:00,Россия,Знаменитости,36-40,1,1
2638,2019-09-24 18:30:00,Россия,Искусство,18-25,1,1
2639,2019-09-24 18:30:00,Россия,История,18-25,1,4
2640,2019-09-24 18:30:00,Россия,История,26-30,1,1
2641,2019-09-24 18:30:00,Россия,История,31-35,1,2
2642,2019-09-24 18:30:00,Россия,История,36-40,1,2
2643,2019-09-24 18:30:00,Россия,Кино,18-25,1,9
2644,2019-09-24 18:30:00,Россия,Кино,26-30,1,3
2645,2019-09-24 18:30:00,Россия,Кино,31-35,1,2
2646,2019-09-24 18:30:00,Россия,Кино,36-40,1,2
2647,2019-09-24 18:30:00,Россия,Музыка,18-25,1,3
2648,2019-09-24 18:30:00,Россия,Музыка,26-30,1,1
2649,2019-09-24 18:30:00,Россия,Музыка,31-35,1,1
2650,2019-09-24 18:30:00,Россия,Одежда,26-30,1,1
2651,2019-09-24 18:30:00,Россия,Полезные советы,18-25,1,4
2652,2019-09-24 18:30:00,Россия,Полезные советы,26-30,1,2
2653,2019-09-24 18:30:00,Россия,Политика,18-25,1,1
2654,2019-09-24 18:30:00,Россия,Путешествия,18-25,1,1
2655,2019-09-24 18:30:00,Россия,Путешествия,26-30,1,1
2656,2019-09-24 18:30:00,Россия,Путешествия,31-35,1,1
2657,2019-09-24 18:30:00,Россия,Путешествия,36-40,1,1
2658,2019-09-24 18:30:00,Россия,Путешествия,45+,1,2
2659,2019-09-24 18:30:00,Россия,Россия,18-25,1,9
2660,2019-09-24 18:30:00,Россия,Россия,26-30,1,4
2661,2019-09-24 18:30:00,Россия,Россия,31-35,1,1
2662,2019-09-24 18:30:00,Россия,Россия,36-40,1,2
2663,2019-09-24 18:30:00,Россия,Россия,41-45,1,2
2664,2019-09-24 18:30:00,Россия,Сад и дача,18-25,1,1
2665,2019-09-24 18:30:00,Россия,Сделай сам,31-35,1,1
2666,2019-09-24 18:30:00,Россия,Семейные отношения,18-25,1,6
2667,2019-09-24 18:30:00,Россия,Семейные отношения,26-30,1,1
2668,2019-09-24 18:30:00,Россия,Семейные отношения,31-35,1,1
2669,2019-09-24 18:30:00,Россия,Семейные отношения,36-40,1,1
2670,2019-09-24 18:30:00,Россия,Семейные отношения,41-45,1,1
2671,2019-09-24 18:30:00,Россия,Семейные отношения,45+,1,1
2672,2019-09-24 18:30:00,Россия,Семья,18-25,1,3
2673,2019-09-24 18:30:00,Россия,Семья,26-30,1,2
2674,2019-09-24 18:30:00,Россия,Семья,36-40,1,1
2675,2019-09-24 18:30:00,Россия,Спорт,18-25,1,1
2676,2019-09-24 18:30:00,Россия,Спорт,26-30,1,1
2677,2019-09-24 18:30:00,Россия,Спорт,36-40,1,1
2678,2019-09-24 18:30:00,Россия,Спорт,45+,1,1
2679,2019-09-24 18:30:00,Россия,Строительство,18-25,1,2
2680,2019-09-24 18:30:00,Россия,Строительство,26-30,1,1
2681,2019-09-24 18:30:00,Россия,Технологии,18-25,1,2
2682,2019-09-24 18:30:00,Россия,Технологии,36-40,1,1
2683,2019-09-24 18:30:00,Семья,Деньги,18-25,1,1
2684,2019-09-24 18:30:00,Семья,Деньги,41-45,1,1
2685,2019-09-24 18:30:00,Семья,Дети,18-25,1,1
2686,2019-09-24 18:30:00,Семья,Дети,26-30,1,1
2687,2019-09-24 18:30:00,Семья,Дети,31-35,1,1
2688,2019-09-24 18:30:00,Семья,Еда,18-25,1,5
2689,2019-09-24 18:30:00,Семья,Еда,26-30,1,2
2690,2019-09-24 18:30:00,Семья,Еда,36-40,1,1
2691,2019-09-24 18:30:00,Семья,Еда,45+,1,1
2692,2019-09-24 18:30:00,Семья,Здоровье,18-25,1,2
2693,2019-09-24 18:30:00,Семья,Здоровье,26-30,1,1
2694,2019-09-24 18:30:00,Семья,Знаменитости,18-25,1,1
2695,2019-09-24 18:30:00,Семья,Знаменитости,26-30,1,3
2696,2019-09-24 18:30:00,Семья,Знаменитости,36-40,1,1
2697,2019-09-24 18:30:00,Семья,Знаменитости,41-45,1,1
2698,2019-09-24 18:30:00,Семья,Интерьеры,18-25,1,1
2699,2019-09-24 18:30:00,Семья,Интерьеры,26-30,1,2
2700,2019-09-24 18:30:00,Семья,Интерьеры,31-35,1,1
2701,2019-09-24 18:30:00,Семья,Интерьеры,36-40,1,1
2702,2019-09-24 18:30:00,Семья,Искусство,18-25,1,3
2703,2019-09-24 18:30:00,Семья,Искусство,26-30,1,1
2704,2019-09-24 18:30:00,Семья,Искусство,31-35,1,1
2705,2019-09-24 18:30:00,Семья,История,18-25,1,3
2706,2019-09-24 18:30:00,Семья,История,26-30,1,2
2707,2019-09-24 18:30:00,Семья,История,36-40,1,1
2708,2019-09-24 18:30:00,Семья,Кино,18-25,1,1
2709,2019-09-24 18:30:00,Семья,Кино,26-30,1,1
2710,2019-09-24 18:30:00,Семья,Кино,31-35,1,1
2711,2019-09-24 18:30:00,Семья,Кино,36-40,1,2
2712,2019-09-24 18:30:00,Семья,Кино,41-45,1,1
2713,2019-09-24 18:30:00,Семья,Музыка,26-30,1,1
2714,2019-09-24 18:30:00,Семья,Одежда,18-25,1,1
2715,2019-09-24 18:30:00,Семья,Одежда,31-35,1,1
2716,2019-09-24 18:30:00,Семья,Одежда,36-40,1,1
2717,2019-09-24 18:30:00,Семья,Полезные советы,18-25,1,5
2718,2019-09-24 18:30:00,Семья,Полезные советы,26-30,1,1
2719,2019-09-24 18:30:00,Семья,Полезные советы,31-35,1,2
2720,2019-09-24 18:30:00,Семья,Полезные советы,36-40,1,2
2721,2019-09-24 18:30:00,Семья,Полезные советы,41-45,1,1
2722,2019-09-24 18:30:00,Семья,Психология,18-25,1,1
2723,2019-09-24 18:30:00,Семья,Психология,26-30,1,1
2724,2019-09-24 18:30:00,Семья,Психология,31-35,1,1
2725,2019-09-24 18:30:00,Семья,Путешествия,18-25,1,3
2726,2019-09-24 18:30:00,Семья,Путешествия,26-30,1,1
2727,2019-09-24 18:30:00,Семья,Ремонт,18-25,1,2
2728,2019-09-24 18:30:00,Семья,Ремонт,26-30,1,1
2729,2019-09-24 18:30:00,Семья,Ремонт,36-40,1,1
2730,2019-09-24 18:30:00,Семья,Россия,31-35,1,1
2731,2019-09-24 18:30:00,Семья,Сад и дача,18-25,1,6
